sample_id,date,month,season,temp_max,temp_min,humidity,rainfall,disease_probability,health_status,disease_type,severity,NDVI,EVI,SAVI,REP,blue_band,green_band,red_band,nir_band,lat,lon
AGR_0013,2024-01-22,1,Winter,19.63602064457269,17.63602064457269,61.40608237709286,0.0,0.001300189187790702,healthy,none,0.0,0.5164,0.2954,0.3743,720.74,0.06285684887167435,0.08787322505816664,0.1692988966097274,0.5308619661269451,12.670229292176456,76.97696428850129
AGR_0014,2024-01-06,1,Winter,24.62760283335502,17.221022453843215,58.21306651482996,0.0,0.0777049794903608,healthy,none,0.0,0.4214,0.329,0.2741,711.39,0.08346361851702364,0.1315595213918651,0.11464570255195466,0.28164086001961347,12.507503613349584,76.99502692505213
AGR_0015,2024-05-06,5,Summer,35.61490042378211,25.172270526587127,65.77041289219453,0.0,0.1083051243175277,healthy,none,0.0,0.4471,0.2283,0.1985,720.19,0.09027571901824417,0.13545143058918144,0.30410925962618884,0.7959423215862867,12.599147589483387,76.82498196538889
AGR_0016,2024-05-21,5,Summer,33.738923021438616,24.276907661479804,53.40762178193643,0.0,0.0,healthy,none,0.0,0.3924,0.2536,0.1645,719.4,0.07170936389220217,0.12240596137622443,0.11427518905483107,0.2618775069781877,12.461121630027401,76.8849967765493
AGR_0017,2024-04-17,4,Summer,33.66073101042107,19.80890010484859,68.24687884372962,0.7579089406255209,0.2143944089325326,healthy,none,0.0,0.4261,0.2088,0.2435,714.31,0.09704866669592448,0.09622437784701898,0.14541054234132403,0.3613346827547694,12.212675371707729,76.98132420733896
AGR_0018,2024-10-05,10,Post-Monsoon,35.3438732310791,15.96775299685573,41.76756980263862,0.2019521793431432,0.0,healthy,none,0.0,0.5515,0.388,0.4099,718.75,0.11310923250757843,0.10611223733809055,0.15346263258090218,0.5308746364532212,12.279323223821244,76.56008232390282
AGR_0019,2024-10-11,10,Post-Monsoon,28.221351802618937,17.287824116379994,93.08008520708457,0.6765179657972332,0.570505752552014,stressed,environmental_stress,0.4301554947713919,0.4692,0.3635,0.2537,707.69,0.08261481154572183,0.16323819867198347,0.09256551395282242,0.2562118558769531,12.451568129290044,76.92824492059417
AGR_0020,2024-11-20,11,Post-Monsoon,32.917898600696375,22.633424516123377,70.16102197103034,0.0,0.09262325428850338,healthy,none,0.0,0.5798,0.425,0.3336,716.26,0.08892578696003836,0.15408726951357787,0.17005707028104325,0.6393530690861307,12.303342179938372,76.63698056366057
AGR_0021,2024-01-12,1,Winter,28.181915736464234,15.842975603205097,55.659507202691096,0.3841571882948685,0.0,healthy,none,0.0,0.4862,0.314,0.2378,722.11,0.08614599041753218,0.1443858635651688,0.17518515367694448,0.5067344791644119,12.341017286285652,76.58871977188986
AGR_0022,2024-07-10,7,Monsoon,32.832460928177504,21.055920854052946,82.05789773877578,0.0,0.3452276517040671,healthy,none,0.0,0.6006,0.4365,0.3846,712.06,0.06274769756868903,0.14371781968272437,0.17531409749530846,0.7025732209589153,12.448280595341538,76.6948090431096
AGR_0023,2024-07-05,7,Monsoon,22.784083779465192,20.784083779465192,84.00379801925052,0.0,0.26576871734900065,healthy,none,0.0,0.4234,0.4381,0.4397,715.9,0.08498629083243911,0.12973554949123664,0.2170117299867288,0.5357171287948488,12.552915741939346,76.98432597198706
AGR_0024,2024-01-09,1,Winter,26.841524024426274,19.073642364299964,58.5004488964616,0.0,0.020382272752746712,healthy,none,0.0,0.4201,0.3103,0.2076,710.58,0.06563111557495128,0.11359658544864458,0.16243630262392017,0.3977854687984635,12.412111004623487,76.95317719254737
AGR_0025,2024-02-08,2,Winter,29.426068650848656,10.240609144720997,58.667342375735046,0.0,0.159015771901085,healthy,none,0.0,0.4673,0.3227,0.2869,721.82,0.10266684050138147,0.10380763922026218,0.09320153468033238,0.2567197518987267,12.438857445440114,76.54144566084668
AGR_0026,2024-04-26,4,Summer,35.278610658075515,24.950512919075393,72.10441081591347,0.0,0.005435057793857113,healthy,none,0.0,0.467,0.2984,0.3221,713.78,0.09744641273441357,0.12550026017215055,0.2375921173287069,0.6539355274319195,12.338690591490566,76.59406057986187
AGR_0027,2024-03-30,3,Summer,31.766806858579393,17.942648335270007,56.623694458508595,0.0,0.0,healthy,none,0.0,0.3558,0.2548,0.234,714.39,0.047987779819447324,0.07456275468551288,0.17718638676653675,0.37291105740153757,12.266592562611875,76.53810018979958
AGR_0028,2024-03-22,3,Summer,41.738739858422484,16.809054068727466,67.13075137876352,0.0,0.30371584649446254,healthy,none,0.0,0.4644,0.2562,0.2496,717.55,0.10744755593094493,0.09966641721019846,0.19614127488031474,0.5362757336346767,12.484540734582874,76.531755914795
AGR_0029,2024-04-14,4,Summer,33.49995748652074,17.216717023616898,56.00937465569341,2.0004261400033103,0.10052436997181832,healthy,none,0.0,0.3967,0.2561,0.2609,712.28,0.07715241029957413,0.12360886895135696,0.17057755336234995,0.3949041418551205,12.31432140275173,76.83585034220293
AGR_0030,2024-10-14,10,Post-Monsoon,29.995092100067705,16.72190298430674,84.13194872980431,0.0,0.49084339393501625,stressed,environmental_stress,0.5449157205639187,0.4661,0.347,0.2109,704.75,0.09187484351682423,0.15638445221048056,0.15812454191786024,0.4342131314961133,12.504043924770942,76.81832216081114
AGR_0031,2024-11-30,11,Post-Monsoon,30.148718187898215,20.65819068073846,62.943832684372204,0.0,0.15023570520960283,healthy,none,0.0,0.546,0.4196,0.2693,709.1,0.07888904602206763,0.1315219634681792,0.14869221007623626,0.5063395523741439,12.446309046996435,76.66437580514375
AGR_0032,2024-08-22,8,Monsoon,23.82921103118817,21.82921103118817,67.60093997877522,0.0,0.4032142525959219,stressed,environmental_stress,0.4200901466730844,0.4898,0.3731,0.3017,714.24,0.08087405336168547,0.15221046036296257,0.1530419215958554,0.44688721049295443,12.31192453295316,76.91089531842222
AGR_0033,2024-04-01,4,Summer,36.411839902155606,21.29242057554797,63.84854136457502,0.0,0.0,healthy,none,0.0,0.42,0.233,0.1896,717.41,0.061997686838521734,0.12367516495018556,0.22893843566410232,0.5605044459362504,12.278488841358095,76.68864298262103
AGR_0034,2024-12-02,12,Winter,27.554062793801528,13.138908832393344,53.95381741613531,0.0,0.057950440154985405,healthy,none,0.0,0.4299,0.2342,0.2049,724.45,0.11289935427002568,0.11252891881330865,0.17306227852223066,0.43406727251173055,12.455838721057832,76.76605674263266
AGR_0035,2024-09-30,9,Monsoon,28.93375046363061,23.047574820387617,65.34602354509217,1.5683730593927192,0.1813094877439591,healthy,none,0.0,0.5892,0.3726,0.3278,713.75,0.07298421509654263,0.12654668197593288,0.1864225648948432,0.7211848591306835,12.539551159572245,76.89458561930367
AGR_0036,2024-04-18,4,Summer,45.29329980844173,20.127949813334265,71.02340852188998,0.0,0.36469490103871854,healthy,none,0.0,0.294,0.3016,0.2645,716.17,0.051695949609649704,0.1378620340713127,0.06683489108102013,0.12249907798702557,12.666845911879937,76.50376718156704
AGR_0037,2024-10-03,10,Post-Monsoon,29.93557511287602,16.62567029150587,55.610106046183994,0.0,0.0,healthy,none,0.0,0.4991,0.3722,0.2913,718.97,0.07899523781101726,0.1128315585940077,0.11369745351833607,0.34027520976110515,12.684735216637684,76.93275356294698
AGR_0038,2024-05-13,5,Summer,34.96483777478658,23.354233595942496,77.23777430733635,0.0,0.25667559269188267,healthy,none,0.0,0.3071,0.3481,0.2188,720.09,0.09281164013898303,0.09555647616029107,0.2238792132579041,0.42233009041623093,12.583889750721418,76.54364508979484
AGR_0039,2024-05-18,5,Summer,36.06382107741773,21.406111093896055,72.15242141486165,0.0,0.0,healthy,none,0.0,0.2875,0.3295,0.3154,720.75,0.05974763858173937,0.1916963481665497,0.1258234208747315,0.22736512894907623,12.597144724983231,76.55334962505671
AGR_0040,2024-03-09,3,Summer,36.48458349348523,20.18804443985254,66.2988468120935,0.0,0.0,healthy,none,0.0,0.3884,0.273,0.2122,720.56,0.07363042978699322,0.1104282893680097,0.17173932611855108,0.38986736491660623,12.461532712384559,76.67941524206175
AGR_0041,2024-08-24,8,Monsoon,31.104762781241796,23.418584989459244,91.59920148902987,0.0,0.9552533152347442,diseased,leaf_spot,0.8159124247658532,0.4527,0.3519,0.2646,698.88,0.04773178688898416,0.09758676333179211,0.15219677194609027,0.40397633949586215,12.314512695462398,76.7714246553067
AGR_0042,2024-07-16,7,Monsoon,28.49558314036173,21.137873348939284,78.00154629004238,0.0,0.3599627126832447,healthy,none,0.0,0.6232,0.4725,0.3613,718.86,0.07081278200919512,0.09450466891605624,0.18321343266176982,0.7892570167106814,12.216766217367889,76.78494484243566
AGR_0043,2024-01-10,1,Winter,22.4317485222734,19.92628851332233,64.4178157591996,0.0,0.0,healthy,none,0.0,0.4775,0.371,0.2282,733.49,0.08364481209313307,0.042812062758469674,0.13457847040128354,0.38055443065626116,12.585940990299122,76.50610153615902
AGR_0044,2024-04-24,4,Summer,36.6537396128948,27.630387437674198,53.39316201344641,0.0,0.0,healthy,none,0.0,0.4029,0.2947,0.2004,705.99,0.08361061683610863,0.1993071475019565,0.1418861512131939,0.3333647321001335,12.636061954472074,76.9660591412418
AGR_0045,2024-12-21,12,Winter,25.140746304850776,13.192056584084053,84.52773752240142,0.0804739549267873,0.4372581115622523,stressed,environmental_stress,0.3558962638482362,0.3815,0.2668,0.2752,707.33,0.06541051795392339,0.07249779836881465,0.20661931210043397,0.4615110423067898,12.572124825921644,76.60278990418782
AGR_0046,2024-11-08,11,Post-Monsoon,32.55673946709081,11.037787878065608,61.5518064283042,0.0,0.06281400134806694,healthy,none,0.0,0.5255,0.4208,0.3141,710.1,0.07508513871828111,0.11181829290756988,0.04212453428233713,0.1354288241258278,12.65742295053405,76.68119694955831
AGR_0047,2024-03-03,3,Summer,34.78282053392875,19.27928951757474,54.190516470452245,0.0,0.044539882441174045,healthy,none,0.0,0.3951,0.3379,0.1708,718.17,0.10259298969944741,0.10265058231218097,0.11357768621040479,0.26194780960842406,12.354968463134306,76.6986590577288
AGR_0048,2024-07-29,7,Monsoon,26.65591858059931,15.751803851339652,73.53033142030492,0.0,0.3465389755519094,healthy,none,0.0,0.5091,0.4254,0.3634,726.71,0.049306430360344884,0.2038809812500583,0.21366869292752624,0.656849510077266,12.251490739665657,76.66718140565524
AGR_0049,2024-02-24,2,Winter,24.946229279314437,14.550366099712615,72.91647141397492,0.0,0.0,healthy,none,0.0,0.5313,0.3314,0.3164,721.22,0.057418964575655415,0.10426439201160678,0.16957498244911673,0.5540221263587208,12.526373053925937,76.61909139052337
AGR_0050,2024-10-17,10,Post-Monsoon,32.44159172437082,15.178758676296294,68.51978007732629,0.0,0.025275550753788668,healthy,none,0.0,0.4882,0.3892,0.3482,716.07,0.08652266044484236,0.08246659270844091,0.18696108076827603,0.5436410324332714,12.60872178086922,76.67090867584893
AGR_0051,2024-08-21,8,Monsoon,27.44529359067103,19.08297630494705,93.70832222098035,8.879071555137775,1.0,diseased,early_blight,0.9444272079898887,0.3547,0.2654,0.2589,694.57,0.08077103030701784,0.0799713595333213,0.14514213442062643,0.30470176584475844,12.442389183575173,76.75622882794096
AGR_0052,2024-01-09,1,Winter,31.46571861529922,17.016771853241316,55.65718245348075,0.0,0.0,healthy,none,0.0,0.4446,0.3137,0.2439,713.72,0.08391690510195363,0.09064881667154903,0.16633011022857885,0.43262599430357396,12.52571019417593,76.9148709018536
AGR_0053,2024-03-27,3,Summer,28.189665583048637,19.303600275272608,51.355491537650416,0.0,0.0711622650470823,healthy,none,0.0,0.3278,0.3524,0.2274,716.0,0.10286131805779838,0.10743885477580653,0.20819711233302665,0.41125279047276514,12.376935688280623,76.97931358865661
AGR_0054,2024-07-11,7,Monsoon,28.560300293431236,18.489234135293355,80.10785757606442,2.1977423886142673,0.6593338903151778,stressed,environmental_stress,0.5157137715552736,0.5173,0.3172,0.3799,706.39,0.08190641613895439,0.12537110389646894,0.17430267457325432,0.5478961013673064,12.225712906742125,76.74818312360061
AGR_0055,2024-12-30,12,Winter,20.44246005104147,16.123755328352935,49.26757498877486,0.0,0.0,healthy,none,0.0,0.3772,0.3529,0.2373,712.89,0.12605823795446225,0.1495716815047069,0.12622141807447113,0.2791139000837534,12.681049392882057,76.89500677939593
AGR_0056,2024-02-26,2,Winter,21.041956332587784,14.321264342973972,80.9685301704005,0.0,0.21196056688870696,healthy,none,0.0,0.4717,0.3357,0.2989,719.91,0.07859668577082705,0.07017117199452025,0.16718472876530344,0.46573114768861834,12.290287672563666,76.78397261527631
AGR_0057,2024-09-06,9,Monsoon,28.623063061489333,18.53411976244225,82.10831420192456,0.0,0.6807220212761391,stressed,environmental_stress,0.42652879791915377,0.5113,0.3744,0.3476,708.88,0.06672748097235846,0.18573198016679152,0.16360270522100923,0.5059397757325786,12.525083675221614,76.68234862472865
AGR_0058,2024-04-17,4,Summer,30.830060503091445,25.833780487714495,61.08459120129807,0.0,0.013498472081968858,healthy,none,0.0,0.4667,0.2755,0.2773,710.19,0.08534100531738517,0.1466889238687031,0.15329135957101697,0.42158716872831536,12.669533849256448,76.89939161788683
AGR_0059,2024-02-08,2,Winter,28.196441125196053,22.793113929703154,55.2444358389496,0.0,0.0,healthy,none,0.0,0.4337,0.3119,0.1821,708.31,0.07400522846781594,0.13363690446898965,0.17976153082596644,0.45510172478401567,12.494554267235447,76.6386328228484
AGR_0060,2024-03-13,3,Summer,34.019721526734656,19.35052826471057,55.27172215910944,0.0,0.08018573320401666,healthy,none,0.0,0.436,0.2758,0.23,714.32,0.07047244598061266,0.13791918124395922,0.14487153895619556,0.3688573225905971,12.218365968713305,76.97863513149166
AGR_0061,2024-09-18,9,Monsoon,26.49658009816429,21.03054570597353,94.55345570040855,3.651757453538804,1.0,diseased,fungal_infection,0.7040933471806109,0.4949,0.2915,0.355,706.6,0.06668123034409208,0.052629984030184915,0.11486515251628862,0.3399562789479308,12.336479687428156,76.73833841416518
AGR_0062,2024-07-13,7,Monsoon,29.630497308368025,22.167219307810942,78.19554833070244,0.0,0.4104735298638131,stressed,environmental_stress,0.4118065551036942,0.545,0.3438,0.2996,709.36,0.0938952206169308,0.08817519612497711,0.010767646849596635,0.036562668972806155,12.496203892329758,76.91234048296258
AGR_0063,2024-02-25,2,Winter,22.389330273569463,16.63400233295517,95.0,0.0,0.41573615012902965,stressed,environmental_stress,0.5604482412154641,0.421,0.248,0.2215,705.01,0.06099338063606563,0.1295341550760565,0.12481933807803663,0.3063355430205355,12.294610769892502,76.94081856638518
AGR_0064,2024-02-14,2,Winter,24.498645759049438,15.440141059299968,83.09763449762535,0.0,0.1183064329012764,healthy,none,0.0,0.4646,0.3153,0.2565,717.63,0.096355053917521,0.07531820821052082,0.15098568393714337,0.4130250890816963,12.329901790532078,76.8170028515498
AGR_0065,2024-12-09,12,Winter,25.269868444380368,14.336408004822603,67.84581325337088,0.0,0.0,healthy,none,0.0,0.4272,0.2928,0.3098,720.4,0.06592210699399133,0.10333359801559737,0.1696717222159845,0.42275747546552567,12.585427054270495,76.97364894412817
AGR_0066,2024-07-10,7,Monsoon,26.911128163093878,20.349278538735657,70.52032879215434,0.0,0.296501496106323,healthy,none,0.0,0.5637,0.4157,0.4166,717.29,0.06889600946613603,0.1764347120832177,0.09207944398335023,0.33001289607326323,12.281811910595835,76.89740477437496
AGR_0067,2024-06-05,6,Monsoon,23.668171437216607,21.668171437216607,81.04237304865774,0.0,0.15156908194136318,healthy,none,0.0,0.5739,0.349,0.3313,723.43,0.06141335611795452,0.09659095038429286,0.17560759294828496,0.6486477130751132,12.634061406745264,76.85746202010112
AGR_0068,2024-09-30,9,Monsoon,27.753546464822293,22.234591663176253,87.74180277102164,0.0,0.9456753219153785,diseased,fungal_infection,0.937913291246755,0.4103,0.3105,0.2749,698.4,0.07820528611425547,0.1632035164634842,0.1229443079176292,0.2940280777619678,12.300262363350168,76.74579727337071
AGR_0069,2024-11-14,11,Post-Monsoon,35.40282129873245,14.020635616639606,82.31876422789054,0.0,0.2296458933998559,healthy,none,0.0,0.5403,0.3671,0.2774,712.93,0.11237604050041196,0.1564546502661526,0.17968338354095195,0.6020585505071314,12.676324319019358,76.95390932649232
AGR_0070,2024-09-23,9,Monsoon,25.09907157061236,19.90457728771604,84.97117968727545,0.0,0.5841635310807457,stressed,environmental_stress,0.5107394911632311,0.4943,0.3533,0.3241,701.28,0.07505645234958806,0.09954047256006604,0.10993519960420337,0.3248490582728121,12.483770424130778,76.84473248456864
AGR_0071,2024-05-22,5,Summer,33.875598828456184,20.519611550907953,58.32525017939211,0.0,0.13993554365860023,healthy,none,0.0,0.4406,0.2714,0.2101,721.11,0.087869707708435,0.14685579660083198,0.17540687206727879,0.45171816213822275,12.369725096271402,76.90741255687325
AGR_0072,2024-01-07,1,Winter,26.954227842781066,20.929632821184683,85.2721764421026,0.0,0.7464134660223303,diseased,fungal_infection,0.616301642436989,0.3436,0.229,0.2376,707.19,0.07403393010897107,0.1849096949767421,0.08769668856553064,0.17950833448605572,12.435091296348332,76.87213953279748
AGR_0073,2024-08-08,8,Monsoon,31.16309064516161,21.237373095695812,94.034595500316,0.0,1.0,diseased,early_blight,0.9985335664226968,0.364,0.2636,0.2504,693.88,0.05954414869603189,0.11227870387729964,0.08325663704489641,0.17855668699565833,12.63413625270419,76.86358453488316
AGR_0074,2024-01-24,1,Winter,19.407005415072717,12.295197761893283,41.57289707906793,0.0,0.20017371025301356,healthy,none,0.0,0.4976,0.3021,0.2586,722.03,0.09304645756826839,0.07270823529047252,0.20906161398903583,0.623190034056489,12.56655651120764,76.56578384256363
AGR_0075,2024-01-08,1,Winter,29.140274062442355,19.970965409114328,41.893719921664456,0.0,0.023064091026436497,healthy,none,0.0,0.3275,0.2822,0.2598,713.15,0.07720989049026858,0.1683020240608014,0.08416893881938727,0.16614760785537042,12.48970744967175,76.83131063950417
AGR_0076,2024-08-18,8,Monsoon,26.912677175790602,17.760660210747712,74.64254819423276,0.0,0.31608267873785195,healthy,none,0.0,0.5138,0.3962,0.2702,718.89,0.07481499114839549,0.15701060764128108,0.1759569684202798,0.5478479201863834,12.553388608442722,76.58352095395047
AGR_0077,2024-10-10,10,Post-Monsoon,25.82401098843597,17.035094846347853,95.0,0.0,0.7362655622251169,diseased,fungal_infection,0.9473085122053034,0.3885,0.2615,0.2437,696.63,0.07925555526980317,0.1418288863091094,0.15207783543229197,0.3453149215007971,12.219671770334255,76.56105495700501
AGR_0078,2024-07-16,7,Monsoon,28.572813252319946,18.210873535172432,77.95114280378831,0.0,0.5615958503338744,stressed,environmental_stress,0.5057903207948953,0.5039,0.3613,0.3226,702.48,0.08855741354380772,0.057363328961981735,0.12069263234969524,0.3658731098381509,12.2941745418828,76.86541473743544
AGR_0079,2024-06-05,6,Monsoon,29.516281439874454,22.146174690820626,83.68831296318463,5.898449381901769,0.596911236442842,stressed,environmental_stress,0.48535417206036413,0.5656,0.3594,0.3512,711.23,0.10374060611120761,0.13916190666087552,0.10427980349078064,0.3758297890082094,12.39693220282708,76.82561648852075
AGR_0080,2024-03-30,3,Summer,31.039895054774952,20.679977827013794,40.797970095973966,0.0,0.0931009464327855,healthy,none,0.0,0.3813,0.2544,0.2481,713.69,0.09802949259895571,0.11583412238415984,0.1354319006604825,0.3023631556203725,12.634450312770285,76.68783612594086
AGR_0081,2024-11-05,11,Post-Monsoon,32.25862703284191,13.97841418985245,82.4665196898936,0.0,0.3171580526882511,healthy,none,0.0,0.6437,0.3969,0.2382,722.93,0.12492257931872024,0.11090905077005912,0.1486118671988044,0.6855832896847455,12.493530853850574,76.58422219257136
AGR_0082,2024-11-25,11,Post-Monsoon,30.00834711276474,22.86128893531222,74.33595305784932,0.0,0.005840147210266807,healthy,none,0.0,0.4608,0.3758,0.2278,714.95,0.11248764117200424,0.12975400945895313,0.15717667251325074,0.4258228546130502,12.611196709408528,76.71543104576902
AGR_0083,2024-12-01,12,Winter,30.46234113014607,17.276785769360295,69.21787135954064,0.0,0.0,healthy,none,0.0,0.4714,0.3023,0.2275,713.26,0.06031455249414993,0.1491270219580293,0.12530213550163607,0.34878842636607515,12.469580638337627,76.655653849578
AGR_0084,2024-06-06,6,Monsoon,25.031115590288987,21.88154237597643,77.14010085169352,5.714668463130851,0.2775366850002976,healthy,none,0.0,0.5969,0.3644,0.3299,719.21,0.048140125329366616,0.13321424213881197,0.14921448804293275,0.5911203571217051,12.602996274887579,76.77511327107813
AGR_0085,2024-06-21,6,Monsoon,29.657469863251443,20.94392266649322,86.11372326915922,0.0,0.7048860070325704,diseased,fungal_infection,0.691231908779573,0.4493,0.328,0.2669,704.71,0.07398191961277281,0.1117403032948371,0.18005503948303783,0.4738583052892078,12.31843527948724,76.89026275762193
AGR_0086,2024-02-19,2,Winter,27.078097977982637,16.37262790859424,80.43257443119218,0.0,0.5569793811903769,stressed,environmental_stress,0.3449111903870873,0.3635,0.2721,0.2623,709.64,0.12936104364459655,0.06323447253528999,0.12810038572004756,0.2744145733374467,12.315123084213933,76.6030930822592
AGR_0087,2024-01-11,1,Winter,22.186660498390268,13.3275246449765,44.45295530631383,0.0,0.031438349405484727,healthy,none,0.0,0.4436,0.3157,0.2346,710.44,0.0417378714964195,0.14929151860386308,0.19416196545933415,0.5037602683988044,12.695627996851094,76.56419714472706
AGR_0088,2024-01-19,1,Winter,20.137205397621024,18.137205397621024,67.53686075148636,0.0,0.025157108483231962,healthy,none,0.0,0.5002,0.3548,0.198,711.35,0.10323847204294162,0.0734540835974947,0.1995419981964773,0.5989453895445283,12.53480130806698,76.53496580285471
AGR_0089,2024-06-08,6,Monsoon,27.355202482043822,22.062125827976107,85.86834140822751,0.0,0.5006264357428544,stressed,environmental_stress,0.39990057391745937,0.5318,0.3779,0.3841,708.84,0.11453667684437521,0.1228930115638047,0.12276450871843672,0.401646036853698,12.678812642252689,76.58765147117883
AGR_0090,2024-10-13,10,Post-Monsoon,27.972041181076808,19.568333851397675,41.65989900839475,0.0,0.0,healthy,none,0.0,0.5413,0.3822,0.288,716.21,0.0973063380404076,0.14292288235488826,0.18092428826780949,0.6079324297082511,12.246464572189694,76.62852363321603
AGR_0091,2024-08-18,8,Monsoon,24.534460746578706,20.596104420214353,93.01542039164156,0.0,0.5709193919855963,stressed,environmental_stress,0.40250235056907624,0.5079,0.333,0.2898,709.75,0.047783110888765065,0.10347818927734088,0.1825277762741159,0.559304275236211,12.671193509551117,76.93666833086192
AGR_0092,2024-09-18,9,Monsoon,27.98178726538032,21.676981548903285,85.65463486838053,10.51761884121618,1.0,diseased,late_blight,0.9472226760429802,0.3228,0.241,0.2097,688.73,0.0562417438271587,0.10940951829823313,0.10853696334574811,0.21200929579704014,12.687805100429957,76.82048603867267
AGR_0093,2024-01-25,1,Winter,28.939205546766146,12.833456076219083,95.0,0.0,0.5976580689649353,stressed,environmental_stress,0.5694784881878118,0.3769,0.2498,0.2632,703.83,0.08703095917651778,0.14852388901008443,0.01446287669374427,0.03195945260731261,12.31627567918269,76.53998269717965
AGR_0094,2024-01-12,1,Winter,24.788503665822727,16.459504931478605,65.9671162221518,0.0,0.0,healthy,none,0.0,0.4579,0.2795,0.2871,711.2,0.06066965948130014,0.13251571393147693,0.12245332980148227,0.3293206226112913,12.697433158584882,76.52889028049819
AGR_0095,2024-02-25,2,Winter,24.812029131392666,13.204519149850992,38.885272139474395,0.0,0.0,healthy,none,0.0,0.4157,0.3314,0.3264,711.24,0.09252152851015634,0.09801739110930012,0.12193312359903696,0.29543166708738083,12.286876297831146,76.82786183628083
AGR_0096,2024-08-18,8,Monsoon,30.63123630805176,21.3471302863734,95.0,3.7275170084663656,0.894061445619086,diseased,early_blight,0.6707548580575418,0.4412,0.3079,0.2714,700.07,0.10738881952848209,0.10847903466359578,0.2199696648817411,0.5673233375582772,12.294847424087338,76.80947409650386
AGR_0097,2024-01-13,1,Winter,27.3820512206234,14.954070452481014,73.68937249401633,0.0,0.0,healthy,none,0.0,0.5467,0.2675,0.2639,723.46,0.06274189322499003,0.0509190903136585,0.13220216959501313,0.451085585070829,12.397238139285017,76.729723384203
